event_id,case_id,event_ts,account_id,user_id,session_id,ip_address,user_agent,model,prompt_category,prompt_text,response_outcome,moderation_label,moderation_score,policy_signal,risk_score,is_synthetic_abuse,analyst_note
case_003_target_014,case_003,2026-05-01T23:44:00,acct_4102,user_4102,sess_case_003_4102_1,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,rate_limit,Estimate whether event velocity is consistent with scripted usage. Synthetic case theme: High-volume automation.,refused,likely_policy_violation,0.97,burst_velocity,86,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_related_4430_000,case_003,2026-05-01T23:45:00,acct_4430,user_4430,sess_case_003_4430_0,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Repeat the same classification task across many near-duplicate prompts. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.93,template_repetition,76,1,Potential related account signal: shared infrastructure or repeated behavior.
case_003_target_015,case_003,2026-05-01T23:45:00,acct_4102,user_4102,sess_case_003_4102_1,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Classify a batch of short synthetic prompts for safety review. Synthetic case theme: High-volume automation.,safe_completion,suspicious,0.78,traffic_spike,63,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_016,case_003,2026-05-01T23:46:00,acct_4102,user_4102,sess_case_003_4102_2,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Repeat the same classification task across many near-duplicate prompts. Synthetic case theme: High-volume automation.,safe_completion,suspicious,0.87,template_repetition,74,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_017,case_003,2026-05-01T23:47:00,acct_4102,user_4102,sess_case_003_4102_2,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,rate_limit,Estimate whether event velocity is consistent with scripted usage. Synthetic case theme: High-volume automation.,safe_completion,likely_policy_violation,0.97,burst_velocity,87,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_018,case_003,2026-05-01T23:48:00,acct_4102,user_4102,sess_case_003_4102_2,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Classify a batch of short synthetic prompts for safety review. Synthetic case theme: High-volume automation.,safe_completion,suspicious,0.78,traffic_spike,64,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_019,case_003,2026-05-01T23:49:00,acct_4102,user_4102,sess_case_003_4102_2,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Repeat the same classification task across many near-duplicate prompts. Synthetic case theme: High-volume automation.,safe_completion,likely_policy_violation,0.88,template_repetition,75,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_related_4430_001,case_003,2026-05-01T23:50:00,acct_4430,user_4430,sess_case_003_4430_0,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,rate_limit,Estimate whether event velocity is consistent with scripted usage. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.99,burst_velocity,90,1,Potential related account signal: shared infrastructure or repeated behavior.
case_003_target_020,case_003,2026-05-01T23:50:00,acct_4102,user_4102,sess_case_003_4102_2,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,rate_limit,Estimate whether event velocity is consistent with scripted usage. Synthetic case theme: High-volume automation.,refused,likely_policy_violation,0.98,burst_velocity,88,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_021,case_003,2026-05-01T23:51:00,acct_4102,user_4102,sess_case_003_4102_2,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Classify a batch of short synthetic prompts for safety review. Synthetic case theme: High-volume automation.,safe_completion,suspicious,0.79,traffic_spike,65,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_022,case_003,2026-05-01T23:52:00,acct_4102,user_4102,sess_case_003_4102_2,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Repeat the same classification task across many near-duplicate prompts. Synthetic case theme: High-volume automation.,refused,likely_policy_violation,0.88,template_repetition,76,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_023,case_003,2026-05-01T23:53:00,acct_4102,user_4102,sess_case_003_4102_2,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,rate_limit,Estimate whether event velocity is consistent with scripted usage. Synthetic case theme: High-volume automation.,safe_completion,likely_policy_violation,0.99,burst_velocity,89,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_024,case_003,2026-05-01T23:54:00,acct_4102,user_4102,sess_case_003_4102_3,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Classify a batch of short synthetic prompts for safety review. Synthetic case theme: High-volume automation.,safe_completion,suspicious,0.8,traffic_spike,66,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_related_4430_002,case_003,2026-05-01T23:55:00,acct_4430,user_4430,sess_case_003_4430_0,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Classify a batch of short synthetic prompts for safety review. Related-account synthetic signal for defensive linkage analysis.,safe_completion,suspicious,0.86,traffic_spike,67,1,Potential related account signal: shared infrastructure or repeated behavior.
case_003_target_025,case_003,2026-05-01T23:55:00,acct_4102,user_4102,sess_case_003_4102_3,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Repeat the same classification task across many near-duplicate prompts. Synthetic case theme: High-volume automation.,safe_completion,likely_policy_violation,0.89,template_repetition,77,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_026,case_003,2026-05-01T23:56:00,acct_4102,user_4102,sess_case_003_4102_3,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,rate_limit,Estimate whether event velocity is consistent with scripted usage. Synthetic case theme: High-volume automation.,refused,likely_policy_violation,0.99,burst_velocity,90,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_027,case_003,2026-05-01T23:57:00,acct_4102,user_4102,sess_case_003_4102_3,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Classify a batch of short synthetic prompts for safety review. Synthetic case theme: High-volume automation.,safe_completion,suspicious,0.81,traffic_spike,67,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_028,case_003,2026-05-01T23:58:00,acct_4102,user_4102,sess_case_003_4102_3,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Repeat the same classification task across many near-duplicate prompts. Synthetic case theme: High-volume automation.,refused,likely_policy_violation,0.9,template_repetition,78,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_029,case_003,2026-05-01T23:59:00,acct_4102,user_4102,sess_case_003_4102_3,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,rate_limit,Estimate whether event velocity is consistent with scripted usage. Synthetic case theme: High-volume automation.,safe_completion,likely_policy_violation,0.99,burst_velocity,91,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_related_4430_003,case_003,2026-05-02T00:00:00,acct_4430,user_4430,sess_case_003_4430_0,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Repeat the same classification task across many near-duplicate prompts. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.96,template_repetition,79,1,Potential related account signal: shared infrastructure or repeated behavior.
case_003_target_030,case_003,2026-05-02T00:00:00,acct_4102,user_4102,sess_case_003_4102_3,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Classify a batch of short synthetic prompts for safety review. Synthetic case theme: High-volume automation.,safe_completion,suspicious,0.82,traffic_spike,68,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_031,case_003,2026-05-02T00:01:00,acct_4102,user_4102,sess_case_003_4102_3,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Repeat the same classification task across many near-duplicate prompts. Synthetic case theme: High-volume automation.,safe_completion,likely_policy_violation,0.91,template_repetition,79,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_032,case_003,2026-05-02T00:02:00,acct_4102,user_4102,sess_case_003_4102_4,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,rate_limit,Estimate whether event velocity is consistent with scripted usage. Synthetic case theme: High-volume automation.,refused,likely_policy_violation,0.99,burst_velocity,92,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_033,case_003,2026-05-02T00:03:00,acct_4102,user_4102,sess_case_003_4102_4,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Classify a batch of short synthetic prompts for safety review. Synthetic case theme: High-volume automation.,safe_completion,suspicious,0.82,traffic_spike,69,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_034,case_003,2026-05-02T00:04:00,acct_4102,user_4102,sess_case_003_4102_4,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Repeat the same classification task across many near-duplicate prompts. Synthetic case theme: High-volume automation.,refused,likely_policy_violation,0.92,template_repetition,80,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_related_4430_004,case_003,2026-05-02T00:05:00,acct_4430,user_4430,sess_case_003_4430_0,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,rate_limit,Estimate whether event velocity is consistent with scripted usage. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.99,burst_velocity,93,1,Potential related account signal: shared infrastructure or repeated behavior.
case_003_target_035,case_003,2026-05-02T00:05:00,acct_4102,user_4102,sess_case_003_4102_4,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,rate_limit,Estimate whether event velocity is consistent with scripted usage. Synthetic case theme: High-volume automation.,safe_completion,likely_policy_violation,0.99,burst_velocity,93,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_036,case_003,2026-05-02T00:06:00,acct_4102,user_4102,sess_case_003_4102_4,203.0.113.86,Python-requests/2.32,gpt-investigator-sim,automation,Classify a batch of short synthetic prompts for safety review. Synthetic case theme: High-volume automation.,safe_completion,suspicious,0.83,traffic_spike,70,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_037,case_003,2026-05-02T00:07:00,acct_4102,user_4102,sess_case_003_4102_4,203.0.113.87,Python-requests/2.32,gpt-investigator-sim,automation,Repeat the same classification task across many near-duplicate prompts. Synthetic case theme: High-volume automation.,safe_completion,likely_policy_violation,0.93,template_repetition,81,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_038,case_003,2026-05-02T00:08:00,acct_4102,user_4102,sess_case_003_4102_4,203.0.113.88,Python-requests/2.32,gpt-investigator-sim,rate_limit,Estimate whether event velocity is consistent with scripted usage. Synthetic case theme: High-volume automation.,refused,likely_policy_violation,0.99,burst_velocity,94,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_039,case_003,2026-05-02T00:09:00,acct_4102,user_4102,sess_case_003_4102_4,203.0.113.89,Python-requests/2.32,gpt-investigator-sim,automation,Classify a batch of short synthetic prompts for safety review. Synthetic case theme: High-volume automation.,safe_completion,suspicious,0.84,traffic_spike,71,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_related_4430_005,case_003,2026-05-02T00:10:00,acct_4430,user_4430,sess_case_003_4430_1,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Classify a batch of short synthetic prompts for safety review. Related-account synthetic signal for defensive linkage analysis.,safe_completion,suspicious,0.88,traffic_spike,70,1,Potential related account signal: shared infrastructure or repeated behavior.
case_003_target_040,case_003,2026-05-02T00:10:00,acct_4102,user_4102,sess_case_003_4102_5,203.0.113.80,Python-requests/2.32,gpt-investigator-sim,automation,Repeat the same classification task across many near-duplicate prompts. Synthetic case theme: High-volume automation.,refused,likely_policy_violation,0.93,template_repetition,82,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_target_041,case_003,2026-05-02T00:11:00,acct_4102,user_4102,sess_case_003_4102_5,203.0.113.81,Python-requests/2.32,gpt-investigator-sim,rate_limit,Estimate whether event velocity is consistent with scripted usage. Synthetic case theme: High-volume automation.,safe_completion,likely_policy_violation,0.99,burst_velocity,95,1,Target account activity. Expected decision: rate-limit pending product-owner review.
case_003_related_4430_006,case_003,2026-05-02T00:15:00,acct_4430,user_4430,sess_case_003_4430_1,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Repeat the same classification task across many near-duplicate prompts. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.98,template_repetition,82,1,Potential related account signal: shared infrastructure or repeated behavior.
case_003_related_4430_007,case_003,2026-05-02T00:20:00,acct_4430,user_4430,sess_case_003_4430_1,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,rate_limit,Estimate whether event velocity is consistent with scripted usage. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.99,burst_velocity,96,1,Potential related account signal: shared infrastructure or repeated behavior.
case_003_related_4430_008,case_003,2026-05-02T00:25:00,acct_4430,user_4430,sess_case_003_4430_1,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Classify a batch of short synthetic prompts for safety review. Related-account synthetic signal for defensive linkage analysis.,safe_completion,suspicious,0.91,traffic_spike,73,1,Potential related account signal: shared infrastructure or repeated behavior.
case_003_related_4430_009,case_003,2026-05-02T00:30:00,acct_4430,user_4430,sess_case_003_4430_1,198.51.100.210,Python-requests/2.32,gpt-investigator-sim,automation,Repeat the same classification task across many near-duplicate prompts. Related-account synthetic signal for defensive linkage analysis.,refused,likely_policy_violation,0.99,template_repetition,85,1,Potential related account signal: shared infrastructure or repeated behavior.
case_004_base_1001_000,case_004,2026-05-02T08:20:00,acct_1001,user_1001,sess_case_004_1001_0,198.51.100.80,Chrome/125 desktop,gpt-investigator-sim,writing,Rewrite this customer support reply to sound more concise and polite.,allowed,none,0.02,none,18,0,Baseline benign usage for comparison.
case_004_base_2033_000,case_004,2026-05-02T08:20:00,acct_2033,user_2033,sess_case_004_2033_0,198.51.100.18,Chrome/125 desktop,gpt-investigator-sim,productivity,Summarize these meeting notes into action items for the team.,allowed,none,0.08,none,8,0,Baseline benign usage for comparison.
case_004_base_1001_001,case_004,2026-05-02T08:30:00,acct_1001,user_1001,sess_case_004_1001_0,198.51.100.40,Chrome/125 desktop,gpt-investigator-sim,productivity,Summarize these meeting notes into action items for the team.,allowed,none,0.03,none,16,0,Baseline benign usage for comparison.
case_004_base_2033_001,case_004,2026-05-02T08:30:00,acct_2033,user_2033,sess_case_004_2033_0,198.51.100.41,Chrome/125 desktop,gpt-investigator-sim,writing,Rewrite this customer support reply to sound more concise and polite.,allowed,none,0.07,none,2,0,Baseline benign usage for comparison.
case_004_base_2033_002,case_004,2026-05-02T08:40:00,acct_2033,user_2033,sess_case_004_2033_0,198.51.100.63,Chrome/125 desktop,gpt-investigator-sim,data_analysis,Help me calculate weekly active users from this event table.,allowed,none,0.08,none,17,0,Baseline benign usage for comparison.
case_004_base_1001_002,case_004,2026-05-02T08:44:00,acct_1001,user_1001,sess_case_004_1001_0,198.51.100.61,Chrome/125 desktop,gpt-investigator-sim,writing,Rewrite this customer support reply to sound more concise and polite.,allowed,none,0.11,none,6,0,Baseline benign usage for comparison.
case_004_base_1001_003,case_004,2026-05-02T08:47:00,acct_1001,user_1001,sess_case_004_1001_0,198.51.100.59,Chrome/125 desktop,gpt-investigator-sim,writing,Rewrite this customer support reply to sound more concise and polite.,allowed,none,0.04,none,15,0,Baseline benign usage for comparison.
case_004_base_2033_003,case_004,2026-05-02T08:59:00,acct_2033,user_2033,sess_case_004_2033_0,198.51.100.36,Chrome/125 desktop,gpt-investigator-sim,sql_help,Show me how a LEFT JOIN differs from an INNER JOIN using a toy example.,allowed,none,0.08,none,11,0,Baseline benign usage for comparison.
case_004_base_1001_005,case_004,2026-05-02T09:05:00,acct_1001,user_1001,sess_case_004_1001_1,198.51.100.79,Chrome/125 desktop,gpt-investigator-sim,coding_help,Explain why my Python loop is skipping the first row of a CSV.,allowed,none,0.02,none,11,0,Baseline benign usage for comparison.
case_004_base_2033_004,case_004,2026-05-02T09:12:00,acct_2033,user_2033,sess_case_004_2033_1,198.51.100.60,Chrome/125 desktop,gpt-investigator-sim,coding_help,Explain why my Python loop is skipping the first row of a CSV.,allowed,none,0.02,none,10,0,Baseline benign usage for comparison.
case_004_base_1001_006,case_004,2026-05-02T09:14:00,acct_1001,user_1001,sess_case_004_1001_1,198.51.100.71,Chrome/125 desktop,gpt-investigator-sim,productivity,Summarize these meeting notes into action items for the team.,allowed,none,0.07,none,17,0,Baseline benign usage for comparison.
case_004_base_1001_004,case_004,2026-05-02T09:20:00,acct_1001,user_1001,sess_case_004_1001_1,198.51.100.72,Chrome/125 desktop,gpt-investigator-sim,sql_help,Show me how a LEFT JOIN differs from an INNER JOIN using a toy example.,allowed,none,0.03,none,10,0,Baseline benign usage for comparison.
case_004_base_1001_007,case_004,2026-05-02T09:23:00,acct_1001,user_1001,sess_case_004_1001_1,198.51.100.75,Chrome/125 desktop,gpt-investigator-sim,coding_help,Explain why my Python loop is skipping the first row of a CSV.,allowed,none,0.02,none,6,0,Baseline benign usage for comparison.
case_004_base_2033_005,case_004,2026-05-02T09:30:00,acct_2033,user_2033,sess_case_004_2033_1,198.51.100.19,Chrome/125 desktop,gpt-investigator-sim,writing,Rewrite this customer support reply to sound more concise and polite.,allowed,none,0.01,none,4,0,Baseline benign usage for comparison.
case_004_base_2033_007,case_004,2026-05-02T09:30:00,acct_2033,user_2033,sess_case_004_2033_1,198.51.100.41,Chrome/125 desktop,gpt-investigator-sim,sql_help,Show me how a LEFT JOIN differs from an INNER JOIN using a toy example.,allowed,none,0.05,none,6,0,Baseline benign usage for comparison.
case_004_base_2033_006,case_004,2026-05-02T10:02:00,acct_2033,user_2033,sess_case_004_2033_1,198.51.100.37,Chrome/125 desktop,gpt-investigator-sim,productivity,Summarize these meeting notes into action items for the team.,allowed,none,0.07,none,5,0,Baseline benign usage for comparison.
case_004_target_000,case_004,2026-05-02T14:20:00,acct_5901,user_5901,sess_case_004_5901_0,203.0.113.88,Chrome/125 desktop,gpt-investigator-sim,policy_evasion,Explain how to recognize rephrasing after a refusal. Synthetic case theme: Policy evasion after refusals.,safe_completion,suspicious,0.87,evasion_after_refusal,74,1,Target account activity. Expected decision: warn and monitor.
case_004_target_001,case_004,2026-05-02T14:24:00,acct_5901,user_5901,sess_case_004_5901_0,203.0.113.88,Chrome/125 desktop,gpt-investigator-sim,jailbreak_attempt,Analyze a fictional request that asks the assistant to ignore constraints. Synthetic case theme: Policy evasion after refusals.,safe_completion,likely_policy_violation,0.91,instruction_override_language,79,1,Target account activity. Expected decision: warn and monitor.
case_004_target_002,case_004,2026-05-02T14:28:00,acct_5901,user_5901,sess_case_004_5901_0,203.0.113.88,Chrome/125 desktop,gpt-investigator-sim,policy_evasion,Turn the same disallowed idea into a supposedly academic example. Synthetic case theme: Policy evasion after refusals.,refused,likely_policy_violation,0.97,semantic_retry,86,1,Target account activity. Expected decision: warn and monitor.
case_004_target_003,case_004,2026-05-02T14:32:00,acct_5901,user_5901,sess_case_004_5901_0,203.0.113.88,Chrome/125 desktop,gpt-investigator-sim,policy_evasion,Explain how to recognize rephrasing after a refusal. Synthetic case theme: Policy evasion after refusals.,safe_completion,likely_policy_violation,0.88,evasion_after_refusal,75,1,Target account activity. Expected decision: warn and monitor.
case_004_target_004,case_004,2026-05-02T14:36:00,acct_5901,user_5901,sess_case_004_5901_0,203.0.113.88,Chrome/125 desktop,gpt-investigator-sim,jailbreak_attempt,Analyze a fictional request that asks the assistant to ignore constraints. Synthetic case theme: Policy evasion after refusals.,refused,likely_policy_violation,0.92,instruction_override_language,80,1,Target account activity. Expected decision: warn and monitor.
case_004_target_005,case_004,2026-05-02T14:40:00,acct_5901,user_5901,sess_case_004_5901_0,203.0.113.88,Chrome/125 desktop,gpt-investigator-sim,policy_evasion,Turn the same disallowed idea into a supposedly academic example. Synthetic case theme: Policy evasion after refusals.,safe_completion,likely_policy_violation,0.97,semantic_retry,87,1,Target account activity. Expected decision: warn and monitor.
case_004_target_006,case_004,2026-05-02T14:44:00,acct_5901,user_5901,sess_case_004_5901_0,203.0.113.88,Chrome/125 desktop,gpt-investigator-sim,policy_evasion,Explain how to recognize rephrasing after a refusal. Synthetic case theme: Policy evasion after refusals.,refused,likely_policy_violation,0.88,evasion_after_refusal,76,1,Target account activity. Expected decision: warn and monitor.
case_004_target_007,case_004,2026-05-02T14:48:00,acct_5901,user_5901,sess_case_004_5901_0,203.0.113.88,Chrome/125 desktop,gpt-investigator-sim,jailbreak_attempt,Analyze a fictional request that asks the assistant to ignore constraints. Synthetic case theme: Policy evasion after refusals.,safe_completion,likely_policy_violation,0.93,instruction_override_language,81,1,Target account activity. Expected decision: warn and monitor.
case_004_target_008,case_004,2026-05-02T14:52:00,acct_5901,user_5901,sess_case_004_5901_1,203.0.113.88,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Turn the same disallowed idea into a supposedly academic example. Synthetic case theme: Policy evasion after refusals.,refused,likely_policy_violation,0.98,semantic_retry,88,1,Target account activity. Expected decision: warn and monitor.
case_004_target_009,case_004,2026-05-02T14:56:00,acct_5901,user_5901,sess_case_004_5901_1,203.0.113.88,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Explain how to recognize rephrasing after a refusal. Synthetic case theme: Policy evasion after refusals.,safe_completion,likely_policy_violation,0.89,evasion_after_refusal,77,1,Target account activity. Expected decision: warn and monitor.
case_004_target_010,case_004,2026-05-02T15:00:00,acct_5901,user_5901,sess_case_004_5901_1,203.0.113.88,Python-requests/2.32,gpt-investigator-sim,jailbreak_attempt,Analyze a fictional request that asks the assistant to ignore constraints. Synthetic case theme: Policy evasion after refusals.,refused,likely_policy_violation,0.93,instruction_override_language,82,1,Target account activity. Expected decision: warn and monitor.
case_004_target_011,case_004,2026-05-02T15:04:00,acct_5901,user_5901,sess_case_004_5901_1,203.0.113.88,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Turn the same disallowed idea into a supposedly academic example. Synthetic case theme: Policy evasion after refusals.,safe_completion,likely_policy_violation,0.99,semantic_retry,89,1,Target account activity. Expected decision: warn and monitor.
case_004_target_012,case_004,2026-05-02T15:08:00,acct_5901,user_5901,sess_case_004_5901_1,203.0.113.88,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Explain how to recognize rephrasing after a refusal. Synthetic case theme: Policy evasion after refusals.,refused,likely_policy_violation,0.9,evasion_after_refusal,78,1,Target account activity. Expected decision: warn and monitor.
case_004_target_013,case_004,2026-05-02T15:12:00,acct_5901,user_5901,sess_case_004_5901_1,203.0.113.88,Python-requests/2.32,gpt-investigator-sim,jailbreak_attempt,Analyze a fictional request that asks the assistant to ignore constraints. Synthetic case theme: Policy evasion after refusals.,safe_completion,likely_policy_violation,0.94,instruction_override_language,83,1,Target account activity. Expected decision: warn and monitor.
case_004_target_014,case_004,2026-05-02T15:16:00,acct_5901,user_5901,sess_case_004_5901_1,203.0.113.88,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Turn the same disallowed idea into a supposedly academic example. Synthetic case theme: Policy evasion after refusals.,refused,likely_policy_violation,0.99,semantic_retry,90,1,Target account activity. Expected decision: warn and monitor.
case_004_target_015,case_004,2026-05-02T15:20:00,acct_5901,user_5901,sess_case_004_5901_1,203.0.113.88,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Explain how to recognize rephrasing after a refusal. Synthetic case theme: Policy evasion after refusals.,safe_completion,likely_policy_violation,0.91,evasion_after_refusal,79,1,Target account activity. Expected decision: warn and monitor.
case_004_target_016,case_004,2026-05-02T15:24:00,acct_5901,user_5901,sess_case_004_5901_2,203.0.113.88,Python-requests/2.32,gpt-investigator-sim,jailbreak_attempt,Analyze a fictional request that asks the assistant to ignore constraints. Synthetic case theme: Policy evasion after refusals.,refused,likely_policy_violation,0.95,instruction_override_language,84,1,Target account activity. Expected decision: warn and monitor.
case_004_target_017,case_004,2026-05-02T15:28:00,acct_5901,user_5901,sess_case_004_5901_2,203.0.113.88,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Turn the same disallowed idea into a supposedly academic example. Synthetic case theme: Policy evasion after refusals.,safe_completion,likely_policy_violation,0.99,semantic_retry,91,1,Target account activity. Expected decision: warn and monitor.
case_004_target_018,case_004,2026-05-02T15:32:00,acct_5901,user_5901,sess_case_004_5901_2,203.0.113.88,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Explain how to recognize rephrasing after a refusal. Synthetic case theme: Policy evasion after refusals.,refused,likely_policy_violation,0.92,evasion_after_refusal,80,1,Target account activity. Expected decision: warn and monitor.
case_004_target_019,case_004,2026-05-02T15:36:00,acct_5901,user_5901,sess_case_004_5901_2,203.0.113.89,Python-requests/2.32,gpt-investigator-sim,jailbreak_attempt,Analyze a fictional request that asks the assistant to ignore constraints. Synthetic case theme: Policy evasion after refusals.,safe_completion,likely_policy_violation,0.96,instruction_override_language,85,1,Target account activity. Expected decision: warn and monitor.
case_004_target_020,case_004,2026-05-02T15:40:00,acct_5901,user_5901,sess_case_004_5901_2,203.0.113.80,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Turn the same disallowed idea into a supposedly academic example. Synthetic case theme: Policy evasion after refusals.,refused,likely_policy_violation,0.99,semantic_retry,92,1,Target account activity. Expected decision: warn and monitor.
case_004_target_021,case_004,2026-05-02T15:44:00,acct_5901,user_5901,sess_case_004_5901_2,203.0.113.81,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Explain how to recognize rephrasing after a refusal. Synthetic case theme: Policy evasion after refusals.,safe_completion,likely_policy_violation,0.93,evasion_after_refusal,81,1,Target account activity. Expected decision: warn and monitor.
case_004_target_022,case_004,2026-05-02T15:48:00,acct_5901,user_5901,sess_case_004_5901_2,203.0.113.82,Python-requests/2.32,gpt-investigator-sim,jailbreak_attempt,Analyze a fictional request that asks the assistant to ignore constraints. Synthetic case theme: Policy evasion after refusals.,refused,likely_policy_violation,0.97,instruction_override_language,86,1,Target account activity. Expected decision: warn and monitor.
case_004_target_023,case_004,2026-05-02T15:52:00,acct_5901,user_5901,sess_case_004_5901_2,203.0.113.83,Python-requests/2.32,gpt-investigator-sim,policy_evasion,Turn the same disallowed idea into a supposedly academic example. Synthetic case theme: Policy evasion after refusals.,safe_completion,likely_policy_violation,0.99,semantic_retry,93,1,Target account activity. Expected decision: warn and monitor.
case_005_base_1001_000,case_005,2026-05-02T03:00:00,acct_1001,user_1001,sess_case_005_1001_0,198.51.100.48,Chrome/125 desktop,gpt-investigator-sim,writing,Rewrite this customer support reply to sound more concise and polite.,allowed,none,0.08,none,17,0,Baseline benign usage for comparison.
case_005_base_2033_000,case_005,2026-05-02T03:00:00,acct_2033,user_2033,sess_case_005_2033_0,198.51.100.24,Chrome/125 desktop,gpt-investigator-sim,data_analysis,Help me calculate weekly active users from this event table.,allowed,none,0.02,none,5,0,Baseline benign usage for comparison.
case_005_base_2033_001,case_005,2026-05-02T03:09:00,acct_2033,user_2033,sess_case_005_2033_0,198.51.100.57,Chrome/125 desktop,gpt-investigator-sim,data_analysis,Help me calculate weekly active users from this event table.,allowed,none,0.07,none,5,0,Baseline benign usage for comparison.
case_005_base_1001_001,case_005,2026-05-02T03:19:00,acct_1001,user_1001,sess_case_005_1001_0,198.51.100.80,Chrome/125 desktop,gpt-investigator-sim,productivity,Summarize these meeting notes into action items for the team.,allowed,none,0.04,none,4,0,Baseline benign usage for comparison.
case_005_base_2033_002,case_005,2026-05-02T03:22:00,acct_2033,user_2033,sess_case_005_2033_0,198.51.100.15,Chrome/125 desktop,gpt-investigator-sim,writing,Rewrite this customer support reply to sound more concise and polite.,allowed,none,0.04,none,2,0,Baseline benign usage for comparison.
case_005_base_1001_002,case_005,2026-05-02T03:26:00,acct_1001,user_1001,sess_case_005_1001_0,198.51.100.24,Chrome/125 desktop,gpt-investigator-sim,coding_help,Explain why my Python loop is skipping the first row of a CSV.,allowed,none,0.11,none,18,0,Baseline benign usage for comparison.
